,Lyrics,Artist,Song
10,"[""This thing right here\nIs lettin' all the ladies know\nWhat guys talk about\nYou know, the finer things in life\na heh heh heh\nCheck it Out\nOoh that dress so scandalous\nAnd you know another nigga can't handle it"", ""So you shakin that thang like who's the ish\nWith a look in yer eyes so devilish\nUh\nYou like to dance on the hip hop spots\nAnd you cruise to crews to connect the dots\nNot just urban she like the pop"", ""'Cause she was Livin' La Vida Loca"", ""She had dumps like a truck, truck, truck\nThighs like what, what, what\nBaby move your butt, butt, butt\nI think i'll sing it again\nShe had dumps like a truck, truck, truck"", 'Thighs like what, what, what\nAll night long', 'Let me see that thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh', 'Baby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong', 'I like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh', 'Baby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nThat girl so scandalous', ""And I know another nigga can't handle it\nAnd she shakin' that thing like who's the ish"", 'With a look in her eyes so devilish\nShe like to dance on the hip hop spots', 'And she cruise to the grooves to connect the dots\nNot just urban she like the pop\nCause she was Livin La Vida Loca', 'She had dumps like a truck, truck, truck\nThighs like what, what, what', ""Baby move your butt, butt, butt\nI think i'll sing it again"", 'She had dumps like a truck, truck, truck\nThighs like what, what, what', 'All night long\nLet me see that thong\nI like it when the beat goes', 'Duh dun duh\nBaby make your booty go', 'Duh dun duh', 'Baby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nI like it when the beat goes\nDuh dun duh', 'Baby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh', ""That thong thong thong thong thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nThat dress so scandalous\nI swear another nigga couldn't handle it\nWhen you shakin' that thing like whose the ish\nWith a look in your eyes do devilish\nUh\nYou like to dance on the hip hop spots\nThen you cruise to the grooves to connect the dots\nNot just urban you like the pop\nCause she was Livin La Vida Loca\nShe had dumps like a truck, truck, truck\nThighs like what, what, what\nBaby move your butt, butt, butt, uh\nI think i'll sing it again\n'Cause she had dumps like a truck, truck, truck\nThighs like what, what, what\nBaby move your butt, butt, butt, uh\nI think i'll sing it again\nc'mon\nc'mon\nc'mon\nc'mon\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nDuh dun duh\nDuh dun duh\nDuh dun duh\nThong, thong, thong, thong, thong\nDuh dun duh\nDuh dun duh\nDuh dun duh\nThong, thong, thong, thong, thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong\nI like it when the beat goes\nDuh dun duh\nBaby make your booty go\nDuh dun duh\nBaby I know you want to show\nDuh dun duh\nThat thong thong thong thong thong""]",Sisqo,Thong Song
11,"['I took a walk around the world\nTo ease my troubled mind\nI left my body lying somewhere\nIn the sands of time\nBut I watched the world float\nTo the dark side of the moon', 'I feel there is nothing I can do, yeah', ""I watched the world float\nTo the dark side of the moon\nAfter all I knew it had to be\nSomething to do with you\nI really don't mind what happens now and then\nAs long as you'll be my friend at the end"", ""If I go crazy then will you still\nCall me Superman\nIf I'm alive and well, will you be\nThere a-holding my hand\nI'll keep you by my side\nWith my superhuman might\nKryptonite"", ""You called me strong, you called me weak\nBut still your secrets I will keep\nYou took for granted all the times\nI never let you down\nYou stumbled in and bumped your head\nIf not for me then you'd be dead\nI picked you up and put you back on solid ground"", ""If I go crazy then will you still\nCall me Superman\nIf I'm alive and well\nWill you be there a-holding my hand\nI'll keep you by my side\nWith my superhuman might\nKryptonite"", ""If I go crazy then will you still\nCall me Superman\nIf I'm alive and well, will you be there\nHolding my hand\nI'll keep you by my side\nWith my superhuman might\nKryptonite\nYeah!!"", ""If I go crazy then will you still\nCall me Superman\nIf I'm alive and well\nWill you be there a-holding my hand\nI'll keep you by my side\nWith my superhuman might\nKryptonite"", 'Oh, whoa, whoa\nOh, whoa, whoa\nOh, whoa, whoa']",3 Doors Down,Kryptonite
12,"[""Please don't come around talkin' bout that you love me,\nCause that love shit just aint for me,\nI don't wanna hear that you adore me\nAnd I know that all you're doing is running your mind games,\nDon't you know that game peeps game?\nSo your best bet is to be straight with me"", ""So you say you wanna talk, let's talk\nIf you won't talk I'll walk, yeah it's like that\nGot a new man, he's waiting out back\nNow what, whatcha think bout that, bout that?\nNow when I say I'm through, I'm through\nBasically I'm through with you\nWhatcha' wanna say?\nHad to have it your way, had to play games\nNow you're begging me to stay"", ""There u go, lookin' pitiful\nJust because I let you go\nThere u go, talkin' bout you want me back\nSometimes it's bez like that, so\nThere u go, talkin' bout you miss me so,\nthat you love me so, Why I let you go?\nthere you go, cause your lies got old\nLook at you, there u go!"", ""Please don't come around talkin' bout how you changed\nHow you said goodbye to what's her name\nAll it sounds like to me is new game\nAnd I was right when I thought I'd be much better off without you\nHad to get myself from 'round you,\nCause my life was all about you"", ""So you say you wanna talk, I don't\nSay you wanna change, I won't\nYeah it's like that\nHad your chance, won't take it back\nNow what, whatcha think bout that, bout that?\nand When I say I'm through, I'm through\nBasically I'm through with you\nWhatcha' wanna say?\nHad to have it your way, had to play games\nNow you're begging me to stay"", ""There u go, lookin' pitiful\nJust because I let you go\nThere u go, talkin' bout you want me back\nSometimes it's bez like that, so\nThere u go, talkin' bout you miss me so,\nthat you love me so, Why I let you go?\nthere you go, cause your lies got old\nLook at you, there u go!"", ""Oooh, don't you wish you could turn the hands of time?\nDon't you wish that you still were mine?\nDon't you wish I'd take you back?\nDon't you wish that things were simple like that?\nDidn't miss a good thing til' it's gone,\nBut I knew it wouldn't be long\nTil' you came running back, missing my love THERE U GO!"", ""There u go, lookin' pitiful\nJust because I let you go\nThere u go, talkin' bout you want me back\nSometimes it's bez like that, so\nThere u go, talkin' bout you miss me so,\nthat you love me so, Why I let you go?\nthere you go, cause your lies got old\nLook at you, there u go!"", ""There u go, lookin' pitiful\nJust because I let you go\nThere u go, talkin' bout you want me back\nSometimes it's bez like that, so\nThere u go, talkin' bout you miss me so,\nthat you love me so, Why I let you go?\nthere you go, cause your lies got old\nLook at you, there u go!"", ""There u go, lookin' pitiful\nJust because I let you go\nThere u go, talkin' bout you want me back\nSometimes it's bez like that, so\nThere u go, talkin' bout you miss me so,\nthat you love me so, Why I let you go?\nthere you go, cause your lies got old\nLook at you, there u go!""]",Pink,There You Go
13,"['(Hey Mister DJ, put a record on\nI wanna dance with my lady)', '(Do you like to boogie woogie?\nDo you like to boogie woogie?\nDo you like to boogie woogie?\nDo you like my acid rock?)\nHey Mister DJ, put a record on\nI wanna dance with my baby\nAnd when the music starts\nI never wanna stop', ""It's gonna drive me crazy"", 'Music, music, music, Music, music', ""Music makes the people come together\nMusic makes the bourgeoisie and the rebels\nDon't think of yesterday and I don't look at the clock\nI like to boogie woogie, uh uh\nIt's like ridin' on the wind"", ""And it never goes away\nTouches everything I'm in\nGot to have it every day"", ""Music makes the people come together, yeah\nMusic makes the bourgeoisie and the rebels\nHey Mister DJ\n(Do you like to boogie woogie?\nDo you like to boogie woogie?\nDo you like to boogie woogie?\nDo you like my acid rock?)\nHey Mister DJ, put a record on\nI wanna dance with my baby\nAnd when the music starts\nI never wanna stop\nIt's gonna drive me crazy\nUh, uh, uh\nMusic makes the people come together, yeah\nMusic makes the bourgeoisie and the rebels\n(Do you like to boogie woogie?\nDo you like to boogie woogie?\nDo you like to boogie woogie?\nDo you like my acid rock?)\n(Do you like to boogie woogie?\nDo you like to boogie woogie?\nDo you like to boogie woogie?\nDo you like my acid rock?)""]",Madonna,Music
14,"[""Doesn't matter what your friends are telling you\nDoesn't matter what my family's saying too\nIt just matters that I'm in love with you\nIt only matters that you love me too"", ""It doesn't matter if they won't accept you\nI'm accepting of you and the things you do\nJust as long as it's you\nNobody but you, baby, baby"", ""My love for you, unconditional love too\nGotta get up, get up\nGet up, get up, get up and show you that it\nDoesn't really matter what the eye is seeing"", ""'Cause I'm in love with the inner being\nAnd it doesn't really matter what they believe\nWhat matters to me is you're in love with me"", ""Doesn't really matter what the eye is seeing\n'Cause I'm in love with the inner being\nAnd it doesn't really matter what they believe\nWhat matters to me is you're nutty-nutty-nutty for me"", ""You're so kind\nJust what I asked for, you're so loving and kind\nAnd you're mine\nAnd I can't believe you're mine"", ""Doesn't matter if you're feeling insecure\nDoesn't matter if you're feeling so unsure\n'Cause I'll take away the doubt within your heart\nAnd show that my love will never hurt or harm"", ""Doesn't matter what the pain we go through\nDoesn't matter if the money's gone too\nJust as long as I'm with you\nNobody but you, baby, baby"", ""You're love for me, unconditional I see\nGotta get up, get up\nGet up, get up, get up and show you that it\nEDIT"", ""(Dance Break)\nDoesn't really matter what the eye is seeing\n'Cause I'm in love with the inner being"", ""And it doesn't really matter what they believe\nWhat matters to me is you're in love with me\nDoesn't really matter what the eye is seeing\n'Cause I'm in love with the inner being"", ""And it doesn't really matter what they believe\nWhat matters to me is you're nutty-nutty-nutty for me\nYou're so kind\nJust what I asked for, you're so loving and kind"", ""And you're mine\nAnd I can't believe you're mine\nRock mix\n'Cause now I'm gonna love you"", ""'Cause my love will always\nMy love for you unconditional love too\nGotta get up, get up\nGet up, get up, get up and show you that"", ""My love is true, and it's just for you, uh\nNutty-nutty-nutty my love for you\nI can't believe my dreams come true\nI've finally found somebody whose heart is true\nAnd best of all you're nutty-nutty-nutty for me\nWhoa, whoa, whoa\nWhoa, whoa, whoa\nWhoa, whoa, whoa\nNutty-nutty-nutty my love for you\nI can't believe my dreams come true\nI've finally found somebody whose heart is true\nAnd best of all you love me too\nNutty-nutty-nutty my love for you\nI can't believe my dreams come true\nI've finally found somebody whose heart is true\nAnd best of all you're nutty-nutty-nutty for me""]",Janet,Doesn’t Really Matter
15,"[""What a girl wants, what a girl needs\nYeah, c'mon!\nI wanna thank you for givin' me time to breathe\nLike a rock, you waited so patiently\nWhile I got it together\nWhile I figured it out (yeah, yeah)\nI only looked, but I never touched"", ""'Cause in my heart was a picture of us\nHoldin' hands, makin' plans\nAnd it's lucky for me, you understand\nWhat a girl wants, what a girl needs\nWhatever makes me happy, sets you free\nAnd I'm thankin' you for knowin' exactly\nWhat a girl wants, what a girl needs"", ""Whatever keeps me in your arms\nAnd I'm thankin' you for givin' it to me\nWhat I want, is whatcha got\nAnd whatcha got, is what I want"", 'There was a time I was blind, I was so confused (yeah, yeah)\nRan away just to hide it all from you\nBut baby, you knew me better than I knew myself', ""They say if you love somethin', let it go\nIf it comes back, it's yours\nThat's how ya know\nIt's for keeps, yeah, it's for sure\nAnd you're ready and willin' to give me more than"", 'What a girl wants, what a girl needs\nSomebody sensitive, crazy, sexy, cool like you\nWhat a girl wants, what a girl needs\nSomebody who can come and blow my mind like you do', ""What a girl wants (you're so right)\nWhat a girl needs (you're so right)\nYou let a girl know how much ya care about her, I swear\nYou're the one who always knew...\nYou knew, you knew, you knew, you knew..."", ""What a girl wants, what a girl needs\nWhatever makes me happy, sets you free\nOoh, I'm thankin' you for bein' there for me\nWhat a girl wants, what a girl needs\nWhatever keeps me in your arms\nWhatever keeps me in your arms, is what I need..."", ""Oh, it's what I need\nOh, it's what I want\nWhat I need, what I want (you, yeah yeah)\nWhatever keeps me in your arms\nOh, baby, I thank you 'cause you know\nAnd I'm thankin' you for givin' it to me\nOh, baby\nOh, darlin'\nThank you, thank you\nFor givin' me what I want\nAnd what I need, oooooh""]",Christina Aguilera,What A Girl Wants
16,"[""It's undeniable... that we should be together...\nIt's unbelievable how I used to say that I'd fall never\nThe basis is need to know, if you don't know just how I feel,\nThen let me show you now that I'm for real...\nIf all things in time, time will reveal...\nYeah..."", ""One... you're like a dream come true...\nTwo... just wanna be with you...\nThree... girl, it's plain to see that you're the only one for me...\nAnd four... repeat steps one through three...\nFive... make you fall in love with me...\nIf ever I believe my work is done\nThen I'll start back at one\n(yeah)"", ""So incredible the way things work themselves out...\nAnd all emotional, once you know what it's all about, babe...\nAnd undesirable for us to be apart...\nNever would've made it very far...\n'Cause you know you've got the keys to my heart\n'Cause..."", ""One... you're like a dream come true\nTwo... just wanna be with you\nThree... girl, it's plain to see that you're the only one for me\nAnd four... repeat steps one through three\nFive... make you fall in love with me\nIf ever I believe my work is done\nThen I'll start back at one."", 'Say farewell to the dark of night\nI see the coming of the sun...\nI feel like a little child\nWhose life has just begun.\nYou came and breathed new life\nInto this lonely heart of mine.\nYou threw out the life line\nJust in the nick of time.', ""One... you're like a dream come true\nTwo... just wanna be with you\nThree... girl, it's plain to see that you're the only one for me\nAnd four... repeat steps one through three\nFive... make you fall in love with me\nIf ever I believe my work is done\nThen I'll start back at one.""]",Brian McKnight,Back At One
17,"['Hey, hey\nBye, bye\nBye, bye\nOh oh.', ""I'm doin' this tonight\nYou're probably gonna start a fight\nI know this can't be right\nHey baby come on"", ""I loved you endlessly\nWhen you weren't there for me\nSo now it's time to leave and make it alone"", ""I know that I can't take no more\nIt ain't no lie\nI wanna see you out that door\nBaby bye, bye, bye"", ""Don't wanna be a fool for you\nJust another player in your game for two\n'Cause you may hate me but it ain't no lie\nBaby bye, bye, bye"", ""Don't really wanna make it tough\nI just wanna tell you that I've had enough\nIt might sound crazy\nBut it ain't no lie\nBaby bye, bye, bye"", ""(Oh, Oh)\nJust hit me with the truth\nNow, girl you're more than welcome to\nSo give me one good reason\nBaby come on"", ""I live for you and me\nAnd now I really come to see\nThat life would be much better once you're gone"", ""I know that I can't take no more\nIt ain't no lie\nI wanna see you out that door\nBaby bye, bye, bye"", ""Don't wanna be a fool for you\nJust another player in your game for two\nYou may hate me but it ain't no lie\nBaby bye, bye, bye"", ""Don't really wanna make it tough\nI just wanna tell you that I've had enough\nIt might sound crazy\nBut it ain't no lie\nBaby bye, bye, bye"", ""I'm giving up I know for sure\nI don't wanna be the reason for your love no more\nI'm checkin' out and I'm signin' off\nDon't wanna be the loser and I've had enough"", ""I don't wanna be a fool in this game for two\nSo I'm leavin' you behind\nBye, bye, bye\nI don't wanna make it tough (Make it tough)\nBut I've had enough\nBye, bye, bye\nI don't wanna be a fool for you (I don't wanna be a fool)\nJust another player in your game for two\nI don't wanna a be your fool\nBut it ain't no lie baby\nBye, bye, bye\nI don't really wanna make it tough (I don't wanna make it tough)\nI just wanna tell you that I've had enough\nMight sound crazy but it ain't no lie\nBye, bye, bye""]",‘N Sync,Bye Bye Bye
18,"['Unfortunately, we are not authorized to show these lyrics']",Marc Anthony,I Need To Know
19,"[""When I'm looking at you I keep thinking\nWhy can't she be like you, so I'm scheming\nI can't go on like this\nBelieving that her love is true, oh"", ""Standing on the dance floor while she's trickin'\nYou are all I want girl, she's a chicken\nWe might be together, but love is missing\nGirl I want you, so what can we do, oh"", ""Girl if it's alright\nLet's go somewhere and get it on tonight\nI've got a girl but you look good tonight\nIt's one on one tonight, tonight"", ""Girl if it's alright\nLet's go somewhere and get it on tonight\nYou shouldn't have to be alone tonight\nIt's one on one tonight, tonight"", ""Now she's looking at me, but keep talking\nOh, now she's trying to ice you, let's start walking\nOver on the dance floor\nIt's her fault but what can she do?\nTell me baby, yeah"", ""Girl if you're ready\n(I'm ready)\nWe can get it on\n(We can get it on)\nI know where I went wrong\n(She's where you went wrong)\nWith you is where I belong, belong"", ""Girl if I could find the words to say\nI gotta get away from a love\nThat kills me everyday\nI'd gladly say to you"", ""Girl if it's alright\nLet's go somewhere and get it on tonight\nI've got a girl but you look good tonight\nIt's one on one tonight, tonight"", ""Girl if it's alright\nLet's go somewhere and get it on tonight\nYou shouldn't have to be alone tonight\nIt's one on one tonight, tonight"", ""Girl if it's alright\nLet's go somewhere and get it on tonight\nI've got a girl but you look good tonight\nIt's one on one tonight, tonight"", ""Girl if it's alright\nMy baby's stressin' me\nYou need to come with me\nWe need to go somewhere, yeah\nTonight, tonight"", ""Girl if it's alright\nLet's go somewhere and get it on tonight\nYou shouldn't have to be alone tonight\nIt's one on one tonight, tonight"", 'SONGWRITERS\nJORDAN/BENBOW/WILSON/PALMER/KORDULETSCH/']",Montell Jordan,Get It On Tonite
20,"['OoOoOoOh, uh, oh yeah', ""Listen\nBright lights, fancy restaurants\nEverything in this world that a man could want\nI got a bank account bigger than the law should allow\nStill I'm lonely now\nPretty faces from the covers of a magazine\nFrom their covers to my covers wanna lay with me\nFame and Fortune still can't find,\nJust a grown man running out of time"", ""Even though it seems I have everything\nI don't wanna be a lonely fool\nAll of the women\nAll the expensive cars\nAll of the money don't amount to you\nSo I can make believe I have everything\nBut I can't pretend that I don't see\nThat without you girl,\nMy life is incomplete\nSay, without you girl"", ""Listen,\nYour perfume, your sexy lingerie\nGirl I remember it just like it was on yesterday\nA Thursday you told me you had fallen in love,\nI wasnt sure that I was\nIt's been a Year- Winter, Summer, Spring and Fall\nBut being without you\njust ain't livin'- anything at all\nIf I could travel back in time,\nI'd relive the days you were mine"", ""Even though it seems i have everything\nI dont wanna be a lonely fool\nAll of the women all the expensive cars.\nAll the money don't amount to you.\nI can make believe i have everything.\nBut i can't pretend that i dont see\nThat without you girl my life is incomplete... oh yeah\nThat without you girl..."", ""I just cant help loving you\nBut i loved you much too late\nI'd give anything and everything\nTo hear you say that you'll stay\nyeah."", ""Even though it seems I have everything\nI don't wanna be a lonely fool\nAll of the women\nAll the expensive cars\nAll of the money don't amount to you\nSo I can make believe I have everything\nBut I can't pretend that I don't see\nThat without you girl,\nMy life is incomplete"", ""Even though it seems i have everything\nI dont wanna be a lonely fool\nAll of the women all the expensive cars.\nAll the money don't amount to you.\nI can make believe i have everything.\nBut i can't pretend that i dont see\nThat without you girl,\nMy life is incomplete"", 'Without you girl\nMy life, my life is incomplete\nWithout you girl\nMy life is incomplete']",Sisqo,Incomplete
21,"[""It's gonna--be--me\nOooh, yeah\nYou might've been hurt, babe\nThat ain't no lie\nYou've seen them all come and go, oh.\nI remember you told me\nThat it made you believe in\nNo man, no cry\nMaybe that's why\nEvery little thing I do"", ""Never seems enough for you\nYou don't wanna lose it again\nBut I'm not like them\nBaby, when you finally,\nGet to love somebody\nGuess what,\nIt's gonna be me\nYou've got no choice, babe\nBut to move on, and you know\nThere ain't no time to waste"", ""You're just too blind (too blind), too see\nBut in the end, ya know it's gonna be me\nYou can't deny\nSo just tell me why\nEvery little thing I do\nNever seems enough for you\nYou don't wanna lose it again\nBut I'm not like them\nBaby, when you finally\nGet to love somebody (somebody)\nGuess what (guess what)"", ""It's gonna be me\nIt's gonna be me\nOh yeah\nThere comes a day\nWhen I'll be the one, you'll see\nIt's gonna-gonna-gonna-gonna-gonna\nIt's gonna be me\nAll that I do\nIs not enough for you\nDon't wanna lose it\nBut I'm not like that\nWhen finally (finally)\nYou get to love\nGuess what (guess what)"", ""Every little thing I do\nNever seems enough for you (for you babe)\nYou don't wanna lose it again (don't wanna lose it)\nBut I'm not like them\nBaby, when you finally\nGet to love somebody (love)\nGuess what (guess what)\nIt's gonna be me\nEvery little thing I do (ohh)"", ""Never seems enough for you\nYou don't wanna lose it again (don't wanna lose it)\nBut I'm not like them\nBaby, when you finally (baby when you finally)\nGet to love somebody\nGuess what (guess what)\nIt's gonna be me""]",‘N Sync,It’s Gonna Be Me
22,"[""I can read your mind\nAnd I know your story\nI see what you're going through, yeah\nIt's an uphill climb\nAnd I'm feeling sorry\nBut I know it will come to you, yeah\nDon't surrender\n'Cause you can win\nIn this thing called love"", ""When you want it the most\nThere's no easy way out\nWhen you're ready to go\nAnd your heart's left in doubt\nDon't give up on your faith\nLove comes to those who believe it\nAnd that's the way it is"", ""When you question me\nFor a simple answer\nI don't know what to say, no\nBut it's plain to see\nIf you stick together\nYou're gonna find the way, yeah\nSo don't surrender\n'Cause you can win\nIn this thing called love"", ""When you want it the most\nThere's no easy way out\nWhen you're ready to go\nAnd your heart's left in doubt\nDon't give up on your faith\nLove comes to those who believe it\nAnd that's the way it is"", ""That's the way it is"", ""When life is empty,\nWith no tomorrow,\nAnd loneliness starts to call\nBaby don't worry\nForget your sorrow\n'Cause love's gonna conquer it all, all"", ""When you want it the most\nThere's no easy way out\nWhen you're ready to go\nAnd your heart's left in doubt\nDon't give up on your faith\nLove comes to those who believe it"", ""(And that's the way it is\nWhen you want it the most\nThere's no easy way out\nWhen you're ready to go\nAnd your heart's left to doubt)"", ""Don't give up on your faith\nLove comes to those who believe it\nAnd that's the way it is\nThat's the way it is\nThat's the way it is\nDon't give up on your faith\nLove comes to those who believe it\nAnd that's the way it is""]",Celine Dion,That’s The Way It Is
